Word, AbstConc, Arou, IMG, Val
Maschinentakt, 5.085, 4.425, 4.933, 4.215
Stadtjugendmeisterschaft, 6.314, 4.705, 5.523, 6.534
Vogelwärter, 7.466, 3.356, 6.383, 4.235
DDR-Ökonomie, 2.633, 4.449, 2.956, 3.076
Sportmotiv, 5.741, 4.381, 6.276, 6.774
Bürgerkeller, 6.42, 3.269, 5.901, 6.28
Ost-Produkt, 4.413, 4.036, 5.04, 5.268
Grundstücksdatenbank, 3.822, 3.394, 3.531, 5.68
Vagantenlied, 4.355, 4.429, 5.033, 5.376
Brucheis, 6.114, 3.587, 6.174, 5.993
Erinnerungsspiel, 5.435, 4.673, 6.279, 5.782
Spielfilmangebot, 5.146, 4.147, 4.87, 4.178
Gurubewegung, 4.419, 5.928, 4.882, 3.756
Marktwirt, 4.023, 3.716, 4.779, 3.93
Porto-Kasse, 4.358, 3.147, 3.985, 3.847
JU-Verband, 6.868, 4.192, 5.962, 6.696
Organisatin, 4.187, 5.549, 3.776, 3.293
Entwicklermannschaft, 6.431, 4.81, 5.458, 5.814
Verfahrensproblem, 3.329, 4.565, 3.349, 3.659
Panegyriker, 3.968, 4.107, 4.159, 3.995
geringhalten, 3.321, 5.602, 4.59, 3.699
Erdfernerkundung, 4.461, 3.93, 5.007, 5.818
Bauernballett, 5.96, 5.122, 5.612, 5.034
Flüssigglas, 7.08, 2.276, 5.239, 5.012
Wagenburg-Gymnasium, 4.911, 3.805, 4.722, 5.914
Beratungsszene, 3.392, 4.711, 3.325, 4.559
Weltfussball-Verband, 5.058, 5.775, 4.935, 5.525
Einlagerungsbetrieb, 6.072, 4.689, 6.361, 4.531
Missbrauchsdelikt, 3.219, 5.291, 3.655, 2.77
Guerilla-Kampagne, 4.774, 5.897, 5.099, 4.459
Diskothekenbetrieb, 4.911, 3.652, 4.612, 5.473
Friedhofsabfall, 6.21, 1.623, 6.837, 4.506
Gewerkschaftsvorsitzende, 4.723, 4.776, 5.144, 3.467
Zuchtmanagement, 3.499, 4.517, 4.068, 6.677
Bezugskreis, 4.206, 3.937, 3.588, 5.142
Fahrettin, 4.299, 4.191, 4.649, 4.972
Brillenschaf, 6.59, 2.949, 6.53, 5.214
Technologieholding, 6.41, 4.179, 5.65, 5.078
Aufnahmegrenze, 4.325, 3.724, 4.947, 4.611
Triebwelt, 3.494, 7.08, 5.453, 4.649
Vermögenseinkunft, 4.062, 3.858, 4.037, 4.885
Kleiderspende, 5.162, 4.423, 5.585, 4.498
Liebeskitsch, 4.121, 6.074, 5.238, 2.652
niederbomben, 4.31, 6.97, 4.906, 2.649
Forschungsbeziehung, 3.524, 5.81, 5.192, 5.8
Präsidentenjahr, 5.014, 4.651, 6.272, 5.971
Shahrokh, 5.501, 5.356, 5.717, 6.441
Nachschubhafen, 6.173, 5.12, 6.161, 4.983
Lebensmitteleinfuhr, 5.361, 4.805, 5.524, 4.386
Ochsenblutrot, 5.825, 2.552, 4.88, 5.245
Personalkartei, 5.027, 2.866, 3.831, 4.598
Kräftekonzentration, 3.862, 5.045, 4.306, 3.187
Böringer, 4.605, 2.836, 4.739, 5.325
Wohnungseigentümer-Gemeinschaft, 4.154, 3.588, 4.806, 5.452
Europa-Präsident, 5.571, 4.015, 5.137, 5.061
Sozialstaatsklausel, 4.045, 3.616, 4.375, 5.325
Kabineneingang, 6.409, 4.501, 6.797, 4.001
Tahani, 5.045, 4.224, 6.327, 5.847
US-Sonderbotschafter, 5.494, 4.449, 5.462, 3.891
Original-Entwurf, 6.515, 3.62, 5.76, 5.818
Öko-Punkt, 5.653, 2.7, 5.476, 5.733
Westernmanier, 5.919, 5.291, 5.896, 4.917
Literatur-Tip, 4.124, 4.78, 3.859, 4.813
Verhandlungstalent, 5.488, 5.315, 5.289, 7.199
Bewohnerplatz, 6.499, 2.708, 6.563, 6.218
Physikprofessorin, 4.974, 5.56, 6.345, 5.458
Sonntagsvesper, 6.316, 2.509, 6.399, 5.636
Pfarrerkollege, 4.586, 5.056, 5.211, 4.607
Fax-Aktion, 4.099, 3.953, 4.864, 4.43
Türkenreich, 4.947, 4.807, 6.399, 4.294
Rassenideologe, 4.093, 4.991, 5.454, 2.868
Bayernsport, 5.445, 3.443, 4.498, 3.917
Containerunterkunft, 4.47, 4.893, 4.54, 2.263
Schokoladenmantel, 6.671, 5.109, 6.797, 6.148
Vorauswissen, 2.704, 4.928, 3.274, 4.732
Lehrpflicht, 4.031, 4.086, 4.431, 4.532
Industriekatastrophe, 4.475, 8.002, 5.864, 2.206
Deert, 5.324, 1.467, 3.574, 4.844
Überlebensversuch, 2.713, 7.061, 4.533, 3.253
Abwassererschliessung, 4.837, 3.78, 4.974, 3.74
Huckepackverfahren, 4.74, 4.037, 4.714, 5.33
Immissionsschutzverordnung, 5.064, 2.87, 5.829, 4.148
Blumendarstellung, 6.771, 2.19, 7.259, 6.677
Zigeuner-Jazz, 6.021, 2.836, 5.143, 5.568
Robbenbank, 6.483, 3.617, 6.772, 5.354
Karrieredruck, 3.666, 6.899, 4.179, 1.921
Südalaska, 5.872, 4.273, 6.882, 6.123
EG-Agrarpolitik, 4.332, 3.854, 4.629, 3.518
Adelsverein, 5.692, 4.894, 5.622, 3.141
Möbelunikat, 6.325, 2.679, 6.095, 7.166
Semestertag, 5.192, 4.159, 5.013, 5.002
Jugendtheaterszene, 5.537, 5.081, 5.099, 5.96
Gehörlosen-Schule, 5.493, 4.885, 6.852, 4.759
Kartellamtsentscheidung, 3.116, 3.412, 4.074, 4.271
Prachtfassade, 6.362, 3.159, 7.327, 7.33
Frauenförderungsmassnahme, 3.453, 4.071, 3.589, 4.776
Pit-Bull-Terrier, 6.423, 5.039, 5.662, 4.505
Hang-Seng-Index, 6.859, 4.261, 6.403, 5.205
Kupferne, 4.684, 4.473, 5.425, 3.855
Autobestand, 4.914, 4.89, 5.027, 4.11
Frühgeborenen-Station, 6.146, 5.571, 6.525, 4.334
Überraschungs-Team, 4.175, 4.578, 5.375, 6.797
Landessozialminister, 5.708, 4.176, 5.596, 3.676
Agnes-Marie, 4.885, 5.13, 5.637, 5.67
Strauss-Familie, 5.763, 3.604, 5.657, 5.453
Casino-Besuch, 5.39, 5.286, 5.201, 4.616
Josephines, 4.938, 5.366, 6.206, 5
Ausbildungstarifvertrag, 5.524, 3.245, 5.173, 5.886
Verkaufsgeschehen, 5.457, 3.109, 6.535, 5.344
Cesarino, 4.353, 5.488, 5.967, 4.3
Briefbote, 5.792, 4.681, 5.562, 4.526
Keilhaue, 7.297, 1.784, 6.04, 4.462
Aziri, 5.559, 3.853, 5.605, 5.089
Millionenbeute, 7.141, 7.494, 8.285, 3.637
Flughafenanlieger, 5.283, 5.292, 5.394, 4.97
Grabesritter, 5.36, 3.626, 4.966, 4.29
widerstrebt, 4.128, 5.775, 6.25, 3.864
Dekorationsabteilung, 6.335, 2.407, 6.371, 5.331
Oberliga-Truppe, 4.583, 3.287, 4.218, 4.595
Vorkriegsbevölkerung, 6.508, 3.897, 6.09, 3.563
Sichtplatz, 5.911, 3.174, 6.664, 5.353
Balancekünstler, 6.553, 5.276, 6.852, 7.06
Fernsehwettbewerb, 5.232, 5.426, 5.218, 6.798
Stirnwunde, 7.918, 3.979, 7.53, 3.302
stationierend, 5.282, 5.739, 5.649, 3.681
Hamburg-Messe, 4.808, 4.373, 5.297, 5.386
vielbeachteter, 5.273, 4.721, 6.013, 6.714
Lichtzwang, 4.577, 4.22, 5.102, 4.506
Barockpalais, 5.819, 3.363, 6.345, 5.546
Folklore-Abend, 6.414, 5, 6.702, 6.568
Aysen, 4.598, 4.66, 5.482, 5.538
Psycho-Killer, 4.848, 6.988, 5.373, 1.498
hofierend, 3.049, 6.067, 4.421, 2.46
Ganztagskindergarten, 5.552, 4.411, 5.768, 5.481
strafstosswürdig, 3.701, 4.983, 4.399, 5.309
Kinoplatz, 7.146, 3.781, 6.235, 6.515
Ordersystem, 5.6, 3.045, 3.956, 5.149
Schulbistro, 5.922, 2.923, 6.5, 9.132
Symbolraum, 4.324, 4.309, 4.329, 5.417
Bildverknüpfung, 3.665, 4.844, 3.61, 5.645
Sparkassenzentralbank, 5.536, 2.66, 4.762, 4.812
Bewegungsaufwand, 4.883, 4.948, 5.986, 5.903
Tischtennis-Europameister, 5.381, 5.408, 4.885, 5.371
Kneipentheke, 5.451, 5.116, 6.563, 5.995
Europapokal-Sieger, 5.4, 4.905, 5.905, 4.688
Heine-Strasse, 5.988, 2.85, 4.759, 4.792
Verbrauchszuwachs, 4.617, 3.31, 3.844, 5.691
Büchner-Preis-Rede, 3.425, 4.868, 4.132, 3.821
Schillerstein, 6.714, 1.996, 6.189, 6.276
Bahnhofsschalter, 5.527, 4.233, 5.423, 3.284
Ratsresolution, 3.178, 4.908, 2.934, 4.37
lackglänzend, 5.292, 2.772, 6.549, 7.391
Profi-Lizenz, 3.961, 4.47, 3.478, 4.953
schlaglochfrei, 5.736, 2.125, 5.822, 5.859
Neo-Konservative, 3.503, 5.735, 4.348, 3.936
Kurztournee, 4.561, 4.922, 4.699, 5.415
Vertrautenkreis, 4.36, 4.612, 4.084, 3.522
aufschlagstark, 4.735, 4.897, 4.97, 3.747
Agitationsarbeit, 4.597, 5.256, 5.341, 3.508
City-Service, 6.045, 3.57, 5.914, 3.68
Industrialisierungsprogramm, 5.104, 5.542, 5.817, 4.586
Bohnenkeim, 6.026, 3.34, 5.738, 5.37
Schulschiessen, 5.59, 4.964, 4.807, 3.449
Reinigungstruppe, 5.526, 2.68, 4.649, 4.009
Pflanzenschutzgift, 7.014, 4.219, 7.34, 3.37
Heterologe, 5.365, 5.03, 5.183, 5.294
Bojidar, 4.049, 4.798, 4.231, 5.542
Holzbaukasten, 5.798, 1.928, 4.544, 7.434
Denkbemühung, 2.775, 6.123, 3.75, 3.706
Abendaufführung, 5.139, 4.934, 5.447, 6.41
Schreckenszahl, 5.579, 4.763, 5.388, 3.557
Entscheidungsgeschwindigkeit, 3.216, 4.983, 4.275, 5.177
Auschwitzhäftling, 7.368, 5.318, 7.25, 4.259
Zauberglas, 6.189, 4.196, 6.305, 5.656
Aids-krank, 4.963, 6.329, 5.201, 3.711
eigentlicht, 4.089, 3.985, 3.393, 4.39
Abschirmungsmassnahme, 4.274, 5.262, 5.142, 4.331
Fäkalwort, 4.338, 4.258, 4.146, 2.745
Impulsive, 2.75, 5.825, 5.516, 5.291
Stadtkosten, 5.135, 3.837, 4.589, 4.441
Völkermordpolitik, 3.648, 7.3, 4.736, 4.494
Dreier-Bündnis, 3.953, 4.634, 4.286, 4.57
schimärisch, 3.142, 5.093, 4.002, 4.245
Konsequenzlosigkeit, 2.078, 6.37, 2.882, 3.787
Trickkombination, 4.969, 5.908, 5.243, 6.834
Hurra-Geschrei, 4.438, 5.789, 6.037, 3.208
Hollywood-System, 4.231, 4.508, 4.863, 4.194
Historikergruppe, 4.55, 4.05, 4.232, 4.959
Porzellan-Sammlung, 6.156, 2.755, 7.057, 6.317
Zechenstillegung, 4.771, 4.745, 4.578, 2.406
verelendend, 4.207, 6.009, 5.202, 1.797
Sprachheillehrerin, 6.022, 3.71, 5.063, 4.873
Unterstall, 5.321, 1.997, 5.486, 4.808
Zirkusgelände, 7.49, 5.767, 8.523, 4.371
Altfeministin, 2.396, 7.495, 3.963, 4.189
Hofjägerallee, 6.577, 4.14, 7.22, 5.984
Veranstaltungskomitee, 4.973, 4.756, 5.603, 6.53
Dreiminutentakt, 4.831, 4.756, 5.08, 4.143
Kohlsorte, 6.127, 2.853, 5.544, 5.213
Grossrussland, 5.402, 4.427, 5.371, 4.958
Vierertisch, 5.802, 1.958, 5.584, 5.016
Militäraktivität, 3.662, 5.757, 4.138, 3.849
Drecksgeschäft, 4.532, 5.585, 5.079, 4.203
Vermittlungswunsch, 3.799, 4.623, 3.914, 4.91
Torwart-Handschuh, 5.532, 3.41, 6.013, 6.804
Staatsökonomie, 3.613, 3.321, 4.903, 5.272
Salzburg-München, 5.642, 4.136, 5.825, 4.71
Sozialismuskonzeption, 3.87, 6.01, 4.825, 4.962
Jan-Hinnerk, 6.119, 3.722, 5.74, 3.644
Fussgängerstadt, 4.681, 4.211, 5.906, 5.54
Sachsen-Derby, 4.828, 5.041, 4.603, 5.91
Kasernenviertel, 5.278, 3.926, 5.737, 5.308
Südkolumbien, 6.176, 4.12, 5.581, 4.989
dreiteilbar, 5.464, 3.223, 5.722, 6.253
regierungshörig, 3.736, 4.968, 4.827, 4.446
Versicherungsgigant, 6.646, 5.387, 6.571, 3.935
Mechanikerwerkstatt, 6.476, 2.564, 5.835, 5.253
Regenentlastungsanlage, 5.458, 3.357, 4.904, 4.343
Marktgänger, 5.761, 3.291, 6.228, 7.484
Asylklage, 4.998, 4.109, 5.135, 4.059
DDR-Akademie, 3.952, 3.206, 3.63, 4.535
Münzgrund, 5.285, 2.945, 5.242, 4.693
US-Marktanteil, 5.371, 4.598, 4.866, 5.556
Zeugamt, 5.635, 3.374, 4.844, 3.208
Mülltransporter, 6.838, 4.082, 7.101, 3.191
Einlagerungsbedingung, 3.283, 2.893, 3.216, 4.263
Tunnelanschlag, 6.141, 3.945, 5.96, 4.871
Hasenbergsteige, 6.442, 3.456, 6.495, 6.355
TSV-Sieg, 6.244, 3.837, 6.281, 6.045
Verfahrensverkürzung, 3.065, 4.419, 2.509, 5.179
Sex-Puppe, 6.891, 6.738, 6.816, 4.942
Volksbelehrung, 2.842, 4.355, 4.014, 3.453
Engstrand, 3.803, 4.212, 3.74, 4.444
Firmtag, 4.1, 4.841, 4.807, 6.035
Dynamo-Mannschaft, 5.406, 4.715, 5.331, 4.694
Daimler-Arbeiter, 5.741, 4.792, 6.42, 2.804
Stammannschaft, 4.914, 4.652, 4.392, 4.144
konjunkturdämpfend, 2.665, 4.947, 3.023, 4.951
Bläserformation, 5.922, 4.177, 5.876, 7.203
Panchayat-System, 4.704, 4.684, 5.305, 5.152
abgeschossener, 6.016, 5.209, 6.54, 4.062
Silvesterkarpfen, 5.43, 3.391, 4.919, 5.975
Ausgabenbeschränkung, 3.16, 5.614, 3.609, 3.142
Schlussvorstellung, 4.296, 5.818, 5.596, 6.104
Hohweg, 6.383, 3.037, 6.076, 5.354
Sportradler, 4.795, 4.236, 4.732, 4.251
Montageverfahren, 3.528, 4.342, 4.493, 4.326
Überschussbestand, 5.583, 4.064, 5.066, 4.67
abgabewillig, 4.263, 4.042, 3.759, 4.477
bonbonrosa, 6.029, 4.123, 5.895, 5.164
FC-Sprecher, 4.932, 4.341, 4.654, 5.256
Fahrtrasse, 5.685, 1.93, 5.538, 4.965
ICE-Zuschlag, 5.568, 3.256, 4.76, 5.21
Weltherr, 3.368, 5.001, 4.668, 4.886
dreigeteilter, 4.859, 4.057, 6.004, 5.512
Platzmanagement, 5.274, 2.3, 6.17, 5.659
Baiersbronn-Mitteltal, 5.8, 4.297, 6.038, 5.824
Bierfassanstich, 6.6, 3.257, 5.894, 5.519
Mineralwasserfirma, 6.25, 3.918, 6.131, 4.542
Frierich, 4.962, 2.25, 4.948, 6.371
Grundbuchangelegenheit, 4.861, 1.68, 3.648, 4.647
Clownesse, 6.369, 5.171, 7.028, 6.652
Traummeister, 3.715, 4.723, 3.629, 4.747
Wahlvoraussetzung, 4.059, 3.803, 3.481, 3.291
Frühachtziger, 4.052, 4.301, 3.51, 4.464
Heimspieldebüt, 4.563, 4.238, 4.454, 5.23
Expansionsinteresse, 3.797, 3.96, 4.015, 4.155
Simultanbühne, 5.113, 4.365, 6.031, 4.797
Dienstagsgespräch, 5.008, 4.51, 4.643, 5.098
Giftwert, 5.671, 4.116, 5.767, 4.55
Bilderbuchbeispiel, 2.55, 4.922, 4.059, 5.519
Soft-Version, 5.646, 4.191, 3.906, 5.054
Edelweiss-Pirat, 5.721, 6.833, 4.33, 1.77
Westmodell, 3.057, 3.874, 3.291, 4.512
Holding-Vorstand, 4.44, 3.937, 4.243, 3.641
Niederhofheimer, 6.156, 2.86, 5.204, 3.675
Frühlingsdreieck, 6.785, 2.987, 6.203, 6.189
Agrarwüste, 4.343, 4.79, 5.472, 3.102
Nordbayer, 3.984, 2.954, 3.774, 4.391
Passvergehen, 4.295, 5.347, 3.921, 1.836
Quilla, 4.826, 4.606, 6.002, 6.142
Betriebsakademie, 5.242, 3.243, 4.55, 4.334
DDR-Strafrecht, 3.887, 4.842, 3.964, 3.261
Nachmarkt, 6.003, 3.047, 6.36, 4.892
Jugendwohnen, 5.66, 3.574, 4.428, 5.666
Qinghua-Universität, 6.513, 3.585, 4.959, 5.171
Schokoladentag, 5.386, 5.013, 4.527, 4.49
Tageskondition, 3.211, 3.843, 3.633, 6.055
Bussgeld-Katalog, 5.562, 3.759, 4.989, 2.498
Supertempo, 5.182, 6.687, 5.906, 4.85
Parterrefenster, 7.365, 3.716, 7.675, 5.264
Atelierbetrieb, 5.952, 4.124, 6.361, 5.009
Metall-Tarifkommission, 5.919, 3.952, 5.723, 5.282
Goldletter, 5.353, 4.044, 5.587, 5.12
Vermögensbeschlagnahme, 3.963, 4.951, 3.687, 3.099
Fernsehgenre, 4.601, 5.122, 4.828, 3.745
Vorstandsangabe, 5.978, 3.401, 5.611, 5.87
Idealmann, 4.164, 4.765, 5.701, 6.125
christlich-humanitär, 1.439, 5.366, 2.884, 6.006
Henkenborg, 4.998, 3.831, 4.955, 5.156
Zerstäuben, 4.38, 4.912, 4.396, 5.253
Beleuchtungsmangel, 7.265, 3.543, 6.491, 3.116
Wurstproduzent, 4.88, 2.897, 4.698, 3.746
Gehirnwäscher, 4.313, 5.639, 4.452, 3.371
Bethlehem-Kirche, 6.957, 3.025, 5.595, 6.419
Religionsverein, 5.277, 4.081, 4.179, 5.362
Koloniale, 3.652, 4.061, 4.109, 5.735
Gemeinschaftsklo, 5.806, 4.127, 6.534, 2.551
Kulturwerkstätte, 5.941, 3.68, 5.744, 6.248
Gremienvorbehalt, 4.125, 3.054, 3.386, 4.647
akkreditierter, 3.46, 4.255, 2.445, 4.34
Nord-Süd-Netz, 5.479, 3.511, 5.605, 5.4
Hans-Kristian, 5.431, 4.222, 3.796, 5.514
Planufer, 5.39, 2.64, 5.177, 5.657
verschmecken, 3.557, 4.864, 4.892, 5.941
Oberroden, 5.175, 3.729, 4.723, 5.811
Importrechnung, 5.17, 4.333, 5.198, 5.179
Bach-Tag, 4.232, 4.715, 5.48, 6.169
Samstagsrunde, 6.201, 1.693, 6.215, 6.436
E-Schüler, 6.476, 3.805, 5.508, 4.955
Fritz-Hermann, 5.308, 3.334, 4.524, 5.002
Informationsprofil, 5.506, 4.692, 4.506, 6.28
Design-Spezialist, 5.862, 3.389, 5.174, 6.555
Philosophische, 3.217, 4.776, 4.392, 4.905
Weili, 4.967, 4.021, 4.679, 4.136
Radionetz, 5.428, 2.968, 5.89, 6.011
Autobahnbereich, 6.045, 4.227, 6.397, 3.948
Pipelinetrasse, 7.738, 2.754, 7.223, 4.831
Bauverantwortliche, 5.866, 3.611, 5.038, 4.634
Klubarbeit, 5.564, 3.127, 5.058, 6.117
fahndend, 4.409, 4.87, 5.431, 3.516
Erfolgsbeweis, 4.051, 5.317, 4.336, 5.996
Ernst-Reuter-Saal, 6.349, 4.281, 6.878, 5.675
frischrenoviert, 5.98, 3.663, 6.931, 6.314
Uhr-Betreuung, 4.901, 2.749, 4.817, 5.247
wiederhatte, 5.352, 5.333, 5.59, 5.104
Brückenbreite, 6.915, 2.17, 5.4, 4.984
ersaufend, 5.312, 5.345, 6.461, 3.606
Kultusbürokrat, 3.959, 3.616, 3.434, 3.452
Parkhausgesellschaft, 5.857, 3.212, 5.219, 4.909
Alt-Bundesrepublik, 3.785, 2.86, 3.296, 5.178
spekulationsbedingt, 3.705, 4.713, 4.526, 4.603
Europa-Korrespondent, 5.597, 4.534, 5.817, 5.375
Studententreff, 6.131, 3.039, 4.732, 6.463
Justizabteilung, 6.028, 4.687, 5.438, 4.046
Handwerkerkunst, 5.131, 4.175, 6.28, 5.858
Heimatstück, 4.968, 4.786, 5.145, 4.476
Fliessbandabfertigung, 3.191, 5.644, 4.436, 3.801
Bürgergeneral, 4.407, 4.516, 4.394, 3.617
Schneeball-Prinzip, 2.922, 6.052, 2.826, 4.909
Hoffeldstrasse, 5.53, 2.973, 4.378, 5.878
Sprachkonferenz, 4.382, 4.998, 4.028, 5.667
dunkelgrüner, 4.737, 1.593, 4.27, 6.052
Ersatzdienstzeit, 3.906, 5.324, 4.739, 3.682
Doppelverdienst, 3.435, 5.426, 4.737, 4.243
Siebdruckarbeit, 5.718, 2.679, 5.435, 5.27
Nafis, 4.512, 5.375, 5.279, 5.498
Schoppenstube, 5.678, 3.12, 5.721, 5.533
Ex-Stasi-Mitarbeiter, 5.576, 3.852, 4.492, 2.846
Jugendbegriff, 3.749, 3.932, 3.813, 5.316
Caritas-Chef, 5.445, 4.722, 5.564, 3.434
Gruppenvereinbarung, 4.373, 3.466, 3.975, 5.364
Union-Druckerei, 5.211, 5.329, 5.035, 3.156
Drogen-Problem, 4.148, 6.506, 5.734, 3.317
Rebellengeneral, 5.402, 6.488, 6.251, 2.98
bulgarisch-türkisch, 5.609, 4.888, 5.223, 4.13
Wohnungsverwaltungsgesellschaft, 4.43, 3.592, 4.42, 5.331
Zwei-Punkte-Rückstand, 4.678, 3.502, 4.248, 4.08
Links-Verlag, 6.145, 3.224, 5.029, 5.493
Rollstuhlfechter, 5.772, 4.552, 5.305, 6.107
Indianernation, 5.476, 4.26, 7.128, 5.152
Bodentür, 5.625, 4.599, 5.818, 5.117
Vertragsfussballer, 4.835, 5.851, 4.514, 4.235
Pressebetreuer, 5.964, 4.724, 5.375, 3.704
Gletscherschmelze, 5.054, 5.234, 5.433, 3.196
Novemberkälte, 5.916, 5.683, 6.773, 3.802
Becker-Modersohn, 5.199, 3.651, 5.586, 4.982
Bergprovinz, 6.134, 3.495, 5.728, 4.373
Fernseh-Bild, 4.692, 6.711, 5.976, 4.157
Busenstar, 5.698, 5.266, 5.702, 5.535
Abendmaschine, 6.336, 5.272, 6.439, 3.376
Banknotenbündel, 8.429, 2.551, 8.301, 4.488
Mittelstreckenmaschine, 5.273, 3.526, 5.01, 6.113
Nordquerhaus, 5.882, 3.408, 6.463, 5.298
Kindergeschmack, 4.677, 3.789, 5.329, 5.783
Werbeverkauf, 5.993, 3.428, 5.698, 4.197
hinausschmuggeln, 6.798, 5.198, 6.716, 4.045
Superorganisation, 2.804, 4.746, 3.302, 6.558
Erdölwerk, 6.819, 3.772, 5.471, 4.852
Ärztliche, 4.67, 4.748, 4.524, 3.481
Radsport-Saison, 4.107, 4.942, 4.589, 5.836
Energiesparpreis, 4.525, 3.546, 4.437, 6.805
Rabbinerhaus, 6.156, 3.862, 6.666, 4.803
Falkenpaar, 5.685, 3.479, 4.842, 5.185
sturheil, 3.501, 3.825, 4.182, 3.118
Killerlady, 5.967, 7.089, 6.493, 4.079
Radiaktivität, 4.447, 6.819, 4.924, 3.415
Sommer-Olympiade, 5.755, 5.183, 5.751, 4.181
Werftkapazität, 4.561, 3.953, 4.194, 4.055
Tischtennis-Abteilungsleiter, 6.689, 3.044, 5.839, 5.364
Luftkampfübung, 5.775, 5.295, 5.775, 5.335
Antisemitismus-Forschung, 4.029, 3.608, 4.006, 3.701
gewaltbetont, 3.356, 7.474, 4.63, 4.281
Genko, 6.301, 6.046, 5.828, 4.712
FFW-Haus, 6.242, 2.053, 6.094, 4.316
Sprachzerfall, 2.636, 5.353, 2.48, 3.364
herausbrennen, 5.497, 4.57, 5.953, 4.382
Grenzwertbestimmung, 3.611, 5.379, 3.634, 3.436
Hisni, 5.128, 5.19, 6.073, 3.516
Airbus-Pilot, 7.113, 4.763, 6.275, 4.185
O-Ton-Collage, 5.114, 5.073, 5.204, 4.942
Bungalow-Hotel, 5.093, 4.594, 5.924, 7.052
Kinokrise, 3.054, 6.42, 4.349, 3.44
Weinapfel, 7.978, 2.056, 6.125, 4.88
Liebes-Drama, 3.428, 7.544, 5.979, 4.704
neuzubildend, 3.716, 2.12, 2.587, 5.071
Wettbewerbsverschärfung, 3.409, 5.33, 3.489, 3.685
Armeekraft, 6.169, 5.5, 5.755, 3.397
Altenberatung, 5.357, 2.434, 4.686, 4.801
Brettmann, 4.994, 5.001, 5.218, 4.349
Bewässerungsleitung, 7.329, 2.522, 7.025, 4.407
Triebrichtung, 3.343, 6.234, 4.371, 4.386
Wasyl, 4.067, 3.291, 4.788, 4.512
Burgzimmer, 6.359, 2.8, 7.497, 8.847
Weltranglisten-Vierte, 6.273, 4.814, 5.167, 5.402
Freibühne, 6.971, 4.265, 6.268, 5.863
Basketball-Korb, 7.799, 3.654, 7.83, 5.14
kontaktgestört, 3.361, 4.679, 3.693, 3.182
Fussballästhet, 4.406, 5, 4.964, 3.942
Sportpionier, 4.908, 5.209, 6.214, 5.765
Volltrunkene, 5.947, 6.74, 5.713, 2.407
Herrennen, 3.645, 5.046, 4.153, 3.725
Weltfriedenskonferenz, 5.554, 5.729, 6.033, 5.945
rechtsautoritär, 3.164, 6.474, 4.251, 3.233
Brausewind, 4.968, 5.461, 6.906, 5.643
Wahrnehmungsbereitschaft, 3.327, 4.839, 3.787, 5.051
Tiefenstrom, 4.275, 3.941, 5.77, 6.056
Schwarzfärber, 6.414, 2.346, 4.794, 5.067
Realschulkurs, 5.659, 4.234, 5.047, 5.387
Labour-Parteitag, 5.139, 4.975, 5.624, 2.822
Südkroatien, 5.6, 3.589, 6.235, 6.351
Bildungsparteitag, 4.868, 4.492, 4.723, 4.468
Ausweichgebäude, 5.59, 3.754, 4.989, 4.555
Bürgermeister-Posten, 3.746, 3.91, 3.413, 4.96
Ersatzdeckungsmittel, 4.7, 3.203, 3.937, 4.348
Collegebesuch, 5.205, 5.205, 5.042, 6.193
Polnisch-deutsch, 4.339, 4.326, 5.489, 5.741
Marktgarage, 6.346, 2.884, 5.749, 5.45
Doppelfest, 4.064, 3.283, 5.258, 5.83
Unternehmensplaner, 4.338, 4.685, 4.558, 5.068
Unterhaltungselektronikkonzern, 6.977, 4.601, 6.385, 5.683
Marschtakt, 5.262, 4.485, 5.302, 3.387
ausgelernter, 5.529, 2.106, 4.493, 4.872
Polizeiverstärkung, 5.767, 5.635, 5.909, 2.84
polnisch-weissrussisch, 4.702, 4.276, 4.653, 6.253
Leidensmann, 3.953, 6.425, 4.866, 3.278
Missionsschiff, 6.478, 3.359, 4.925, 5.756
Schlossgartenanlage, 7.223, 3.366, 8.306, 4.987
Bernd-Dietrich, 5.433, 4.343, 5.621, 5.63
Bonuswurf, 6.511, 2.927, 6.316, 5.469
Beutelhoff, 5.847, 4.259, 5.817, 3.968
Allerweltskost, 3.918, 4.104, 4.851, 4.976
Bahncard-Inhaber, 5.731, 3.281, 4.355, 5.494
Baumüll, 6.237, 3.865, 6.594, 2.552
Skatbruder, 6.859, 3.879, 5.264, 3.779
Musik-Kanal, 5.656, 4.276, 6.38, 6.457
Drahomira, 3.605, 6.091, 5.261, 2.773
Schönwetterpolitik, 2.424, 5.842, 3.638, 3.449
Poe-Verfilmung, 4.016, 5.366, 4.268, 4.475
Krebsverursacher, 5.663, 6.046, 5.135, 3.152
EKD-Vertreter, 3.376, 5.249, 4.501, 4.753
Grundwassererschliessung, 4.673, 2.493, 4.029, 4.254
Abschussverbot, 4.561, 5.681, 4.977, 4.043
Schattenblatt, 5.271, 2.744, 5.577, 5.757
Franziskanergymnasium, 5.193, 3.937, 4.775, 5.499
Mischgefühl, 3.021, 5.807, 4.569, 3.745
Personalkostenentwicklung, 3.508, 3.883, 3.25, 4.39
Versorgungskonvoi, 5.449, 5.35, 5.415, 4.341
Kokaingebrauch, 4.892, 6.634, 4.688, 2.734
Kohleplan, 4.658, 4.722, 4.711, 3.3
